name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
esco technologies,['Health and Wellness'],11750000.0,USA,OH,2006-03-11,1,2010-06-22,2010-06-22,1
escoublac,['Biotechnology'],6650000.0,USA,MA,2003-09-28,1,2008-01-09,2008-01-09,0
escreen,"['Employment', 'Human Resources', 'Recruiting', 'Services']",41358853.86867132,USA,KS,1998-01-01,1,2008-02-04,2008-02-04,1
esky,['Online Shopping'],6000000.0,RUS,48,2009-01-01,1,2012-09-01,2012-09-01,0
esnips,"['File Sharing', 'Media', 'Social Media', 'Storage', 'Web Hosting']",5000000.0,ISR,5,2001-08-20,3,2005-12-01,2007-05-31,1
esoft,['Software'],41358853.86867132,USA,CO,2006-06-18,1,2010-09-29,2010-09-29,1
esp pharma,"['Bio-Pharm', 'Health and Wellness', 'Health Care', 'Pharmaceuticals']",20000000.0,USA,NV,1999-01-04,1,2003-04-17,2003-04-17,1
arlettie,['Fashion'],12144055.0,FRA,A8,1993-01-01,1,2010-09-28,2010-09-28,0
esperion therapeutics,"['Biotechnology', 'Health and Wellness', 'Health Care', 'Medical', 'Pharmaceuticals']",245650000.0,USA,MI,2008-01-01,3,2008-05-01,2015-03-24,1
espial group,['Software'],21000000.0,CAN,ON,1997-01-01,2,2001-09-24,2014-06-24,1
"espiral technologies, inc.",['Apps'],6592834.533333333,MEX,14,2010-09-07,1,2014-12-19,2014-12-19,0
essen bioscience,['Biotechnology'],41358853.86867132,USA,MI,2010-02-01,1,2014-05-15,2014-05-15,0
essential viewing,['Enterprise Software'],2180175.0,GBR,V2,1999-01-01,1,2001-11-11,2001-11-11,1
estate,['E-Commerce'],41358853.86867132,USA,CA,2010-06-01,1,2014-09-12,2014-09-12,0
estech,['Health Care'],39122000.0,USA,CA,1996-01-01,4,2008-12-17,2012-07-01,1
estimeet,"['Apps', 'Messaging', 'Mobile']",18000.0,SGP,unknown,2008-11-18,1,2013-03-01,2013-03-01,0
estrela digital,"['Advertising', 'App Marketing', 'Games', 'Mobile', 'Social Media']",1000000.0,BRA,2,2012-06-20,1,2012-01-01,2012-01-01,0
estudysite,['Clinical Trials'],6000000.0,USA,CA,2002-09-30,1,2007-01-11,2007-01-11,0
et3arraf,"['Application Platforms', 'Match-Making', 'Service Providers']",76500.0,SGP,unknown,2012-08-25,1,2012-08-25,2012-08-25,0
etacts,['Curated Web'],740000.0,USA,CA,2006-01-31,1,2010-05-14,2010-05-14,1
etapestry,['Nonprofits'],6500000.0,SGP,unknown,1995-09-20,1,2000-01-01,2000-01-01,1
etec,['Clean Technology'],8000000.0,USA,AZ,2005-05-20,1,2009-08-31,2009-08-31,0
etech money,['Software'],90000.0,USA,FL,2010-01-01,1,2012-04-30,2012-04-30,0
etelos,"['CRM', 'Enterprise Software', 'Services', 'Web Development']",4662500.0,USA,CA,1999-05-01,4,2008-12-11,2012-05-29,0
etherios,['Software'],750000.0,USA,TX,2008-01-01,1,2012-01-23,2012-01-23,0
ethical ocean,"['E-Commerce', 'Marketplaces']",725000.0,CAN,ON,2009-09-06,2,2010-05-01,2011-03-01,0
eti international,['Enterprise Software'],6500000.0,USA,TX,1991-01-01,1,2006-03-06,2006-03-06,1
etology.com,['Advertising'],4000000.0,USA,CA,2014-04-15,1,2006-11-14,2006-11-14,0
etrials worldwide,"['Biotechnology', 'Information Technology', 'Pharmaceuticals', 'Services']",5000000.0,USA,NC,1999-01-01,1,2004-01-14,2004-01-14,1
etsy,"['E-Commerce', 'Peer-to-Peer']",97256127.0,USA,NY,2005-06-18,8,2005-06-01,2014-05-22,1
eucalyptus systems,"['Cloud Computing', 'Cloud Management', 'Enterprise Software', 'Infrastructure', 'Open Source']",55500000.0,USA,CA,2009-01-01,3,2009-04-29,2012-04-18,1
eucodis bioscience,['Biotechnology'],8610000.0,AUT,9,2003-08-09,2,2007-11-20,2010-03-17,0
eunetworks group limited,"['Enterprises', 'Financial Services', 'Health and Wellness', 'Mobile', 'Web Hosting', 'Wholesale']",88205645.0,DEU,5,2010-06-22,1,2014-10-03,2014-10-03,1
eurekster,['Social Media'],6850000.0,USA,CA,2004-01-01,2,2004-12-01,2007-03-13,0
eurobox,['E-Commerce'],1500000.0,UKR,13,2013-01-01,1,2013-11-11,2013-11-11,0
europart,['Business Services'],15515606.656651298,SGP,unknown,2007-03-06,1,2011-06-17,2011-06-17,0
eusa pharma,['Biotechnology'],54200000.0,GBR,K2,2006-01-01,4,2005-07-19,2007-06-28,1
euthymics bioscience,['Biotechnology'],38500543.0,USA,MA,2009-01-01,3,2010-07-22,2014-04-01,1
"ev3, inc",['Biotechnology'],34650000.0,USA,MN,2000-01-01,1,2009-06-09,2009-06-09,1
evalve,['Health Care'],95000000.0,USA,CA,1999-01-01,2,2004-05-25,2007-11-27,1
evant,['Consumer Goods'],15000000.0,USA,CA,1994-01-01,1,2004-06-02,2004-06-02,1
evault,"['Data Security', 'Homeland Security', 'Software', 'Storage']",6000000.0,USA,CA,1997-01-01,1,2003-03-04,2003-03-04,1
event innovation,"['CRM', 'Networking', 'Software']",41358853.86867132,USA,VA,2007-08-01,1,2007-08-01,2007-08-01,0
event0 - from zero to hero,"['Event Management', 'Events', 'Promotional']",121281.0,SGP,unknown,2013-01-01,1,2015-01-01,2015-01-01,0
eventful,"['Curated Web', 'Events', 'Local', 'Search', 'Social Media']",19600000.0,USA,CA,2004-01-01,3,2005-03-01,2008-10-15,1
eventhive,['Software'],41358853.86867132,USA,GA,2009-01-01,1,2009-01-01,2009-01-01,0
eventifier,['Curated Web'],2500000.0,IND,19,2012-01-01,2,2013-12-02,2015-02-11,1
eventioz,"['Events', 'Software', 'Ticketing']",1500000.0,ARG,13,2008-01-01,2,2011-09-19,2013-06-25,1
eventjoy,"['Event Management', 'Events', 'Technology']",41358853.86867132,USA,CA,2014-02-01,1,2014-01-01,2014-01-01,1
eventmag.ru,['E-Commerce'],1250000.0,SGP,unknown,2012-04-01,2,2012-05-01,2012-10-30,0
eventsneaker,"['Internet Marketing', 'Software']",15230.0,GBR,I5,2013-06-01,1,2013-06-03,2013-06-03,1
eventure interactive,"['Events', 'Photo Sharing', 'Video']",4345000.0,USA,CA,2010-01-01,2,2014-07-25,2015-05-15,1
eventus software pvt,['Software'],130000.0,IND,25,2011-01-01,1,2014-04-28,2014-04-28,0
eventvue,"['Curated Web', 'Events', 'Finance', 'FinTech']",455000.0,USA,CO,2007-05-01,2,2007-08-01,2007-09-01,0
evenues,"['E-Commerce', 'Software']",41358853.86867132,USA,WA,2008-03-01,1,2011-01-01,2011-01-01,0
everclassic,['Trading'],7006459.424847642,DNK,17,2014-01-01,1,2015-03-31,2015-03-31,0
everconnect,"['Messaging', 'Social Media', 'Social Network Media']",200000.0,JPN,40,2010-09-21,1,2012-01-31,2012-01-31,0
everdream,"['Databases', 'Software', 'Technology']",32000000.0,USA,CA,1998-01-01,2,2003-01-10,2005-09-20,1
everest software,['Software'],16000000.0,USA,VA,1994-01-01,2,2003-11-03,2006-02-07,1
evergreenhealth,['Health Care'],5850000.0,USA,WA,1972-01-01,1,2014-04-01,2014-04-01,0
everlater,"['Finance', 'FinTech', 'Travel']",750000.0,USA,CO,2008-08-15,3,2009-08-06,2011-10-02,1
everloop,['Social Media'],3100000.0,USA,CA,2011-02-01,1,2011-06-13,2011-06-13,0
everpix,['Photography'],2425000.0,USA,CA,2011-08-26,3,2011-11-18,2012-07-19,0
evertale,['Photography'],7006459.424847642,DNK,17,2011-03-01,1,2012-02-24,2012-02-24,0
everyart,['Curated Web'],41358853.86867132,USA,CA,2007-11-19,1,2012-03-01,2012-03-01,0
everyday health,"['Business Services', 'Health and Wellness']",84728588.0,USA,NY,2002-01-01,8,2003-03-03,2013-10-01,1
everykey,['Electronics'],1100000.0,SGP,unknown,2012-01-01,1,2015-08-19,2015-08-19,0
everypath,['Software'],14300000.0,USA,CA,1999-06-29,1,2003-10-10,2003-10-10,0
everyscreenmedia,['E-Commerce'],3500000.0,USA,NY,2008-04-25,1,2012-08-06,2012-08-06,1
everything club,['E-Commerce'],9000.0,SGP,unknown,2011-07-01,1,2010-03-01,2010-03-01,0
everythingme,"['Mobile', 'Web Development']",35500000.0,ISR,5,2010-05-13,3,2011-05-23,2012-11-28,0
everyware global,"['Groceries', 'Manufacturing']",20000000.0,USA,NY,2010-04-24,1,2014-08-05,2014-08-05,1
evi,"['Mobile', 'Search']",5190128.0,GBR,C3,2005-08-01,2,2007-09-01,2008-07-29,1
eviant,['Supply Chain Management'],9500000.0,USA,CA,1999-10-18,1,2004-01-29,2004-01-29,0
evident software,"['Databases', 'Software']",6800000.0,USA,NJ,1999-04-16,2,2003-07-28,2008-09-01,0
evision systems,"['Cloud Infrastructure', 'E-Commerce', 'SaaS']",350000.0,ISR,6,2010-01-01,1,2011-06-01,2011-06-01,0
evntlive,['Music'],2300000.0,USA,CA,2008-10-27,1,2013-02-07,2013-02-07,1
evoapp,"['Analytics', 'Business Intelligence', 'Customer Service', 'Enterprise Software']",3352194.0,USA,NC,2009-01-01,3,2010-10-15,2012-04-20,0
evoke pharma,"['Biotechnology', 'Health Care']",13790001.0,USA,CA,2007-01-01,3,2007-06-22,2014-05-28,1
evolent health,['Health and Wellness'],101279000.0,USA,VA,2011-01-01,1,2013-09-30,2013-09-30,1
evolution robotics,['Software'],13880000.0,USA,CA,2001-01-01,1,2008-11-10,2008-11-10,1
evolv,"['Analytics', 'Career Management', 'Enterprise Software']",42497374.0,USA,CA,2007-01-01,4,2008-01-29,2013-03-12,1
evolve corporation,"['Financial Services', 'Retail', 'Software']",441277.704885238,GBR,P6,2001-06-25,1,2005-10-06,2005-10-06,0
evolve ip,"['Cloud Computing', 'Cloud Data Services', 'Cloud Security', 'Contact Centers', 'Customer Service', 'VoIP', 'Web Hosting']",55346471.0,USA,PA,2006-12-01,4,2008-01-18,2014-05-12,0
evolver,"['Entertainment', 'Games', 'Virtual Worlds']",800000.0,USA,CA,2004-08-01,1,2008-08-01,2008-08-01,1
evostor,"['Software', 'Storage']",8000000.0,USA,CA,2007-01-01,2,2008-11-01,2010-03-19,1
evrent,['Business Services'],20000.0,RUS,48,2008-11-18,1,2013-03-01,2013-03-01,0
exabre,"['Personalization', 'Reviews and Recommendations', 'Software']",13460000.0,GBR,A4,2005-01-01,2,2007-08-20,2008-05-01,0
exact sciences,"['Biotechnology', 'Health Diagnostics']",8200000.0,USA,WI,1995-01-01,1,2009-06-15,2009-06-15,1
exacttarget,"['Email Marketing', 'Marketing Automation', 'Software']",188210000.0,USA,IN,2000-12-01,5,2004-07-21,2011-04-25,1
exalead,"['Databases', 'Search']",15600000.0,FRA,A8,2000-01-01,1,2007-01-20,2007-01-20,1
exanet,['Storage'],35000000.0,ISR,2,2000-01-01,2,2001-12-05,2007-06-25,1
exaprotect,['Security'],7660000.0,USA,CA,2004-01-01,1,2006-07-10,2006-07-10,1
excel pharmastudies,"['Biotechnology', 'Hospitality']",1000000.0,CHN,22,2000-01-01,1,2007-12-01,2007-12-01,1
excelergy,['Enterprise Software'],17000000.0,USA,MA,1995-08-11,1,1999-11-22,1999-11-22,1
airbrake.io,"['Apps', 'Developer APIs', 'Software']",41358853.86867132,USA,CA,2010-01-01,1,2015-04-01,2015-04-01,1
exchangery,"['Commodities', 'Enterprise Software', 'Startups']",75000.0,USA,IL,2007-02-18,1,2011-06-01,2011-06-01,0
exclusively,['Fashion'],18800000.0,USA,NY,2010-01-01,2,2010-11-03,2011-05-29,1
exec,['Curated Web'],3300000.0,USA,CA,2008-02-12,1,2012-05-25,2012-05-25,1
executive channel,['News'],21214175.002838995,GBR,H9,2006-05-21,1,2010-09-01,2010-09-01,0
executive intermediary,"['Finance', 'FinTech', 'Venture Capital']",1000.0,USA,NY,2007-07-07,1,2008-06-01,2008-06-01,0
exelate,"['Ad Targeting', 'Advertising', 'Big Data Analytics', 'Internet Marketing']",32000000.0,USA,NY,2007-01-01,3,2007-10-01,2012-09-24,1
exelis,['Software'],2000000.0,USA,VA,2011-01-01,1,2013-08-18,2013-08-18,1
exeros,['Analytics'],12000000.0,USA,CA,2002-01-01,1,2006-09-05,2006-09-05,1
exchange group,['Education'],21214175.002838995,GBR,H9,2003-01-01,1,2003-10-22,2003-10-22,0
exigeapp,"['FinTech', 'Online Education']",27748.8983687348,ROM,10,2015-07-29,1,2015-07-10,2015-07-10,0
eximias pharmaceutical corporation,"['Healthcare Services', 'Medical', 'Pharmaceuticals']",15515606.656651298,SGP,unknown,1999-12-20,1,2004-04-01,2004-04-01,1
eximsoft-trianz,['Software'],14000000.0,IND,19,1997-01-01,1,2007-01-16,2007-01-16,1
exit mist,"['Internet', 'Service Providers', 'Software']",15515606.656651298,SGP,unknown,2010-10-06,1,2015-01-17,2015-01-17,0
exit41,['Software'],38400000.0,USA,MA,1999-01-01,5,2002-10-11,2011-05-12,0
exodus communications,"['Domains', 'Service Providers', 'Web Hosting']",15515606.656651298,SGP,unknown,1993-11-18,1,1998-03-01,1998-03-01,1
exos,['Biotechnology'],1125000.0,USA,MN,2007-01-01,2,2008-06-25,2010-04-05,1
expand beyond,"['Mobile', 'Software']",16560000.0,USA,IL,2000-01-01,3,2001-03-21,2003-06-30,1
expand networks,['Hardware + Software'],63500000.0,USA,NJ,1996-06-30,4,2000-10-11,2008-08-26,1
expert dynamics,['Software'],450000.0,ISR,5,2003-01-01,1,2005-05-08,2005-05-08,1
expertcity,"['Computers', 'Software', 'Technology']",30000000.0,USA,CA,1995-08-21,1,1999-12-02,1999-12-02,1
explore.to yellow pages,"['Local Search', 'Location Based Services', 'Reviews and Recommendations', 'Search']",50000.0,USA,DE,2010-06-10,1,2010-06-25,2010-06-25,0
explorys,"['Analytics', 'Enterprise Software', 'Health Care']",14050000.0,USA,OH,2009-01-01,2,2010-08-02,2011-05-10,1
expressor software,"['Big Data Analytics', 'Data Integration', 'Software']",29050000.0,USA,MA,2007-01-01,4,2007-07-01,2011-12-19,1
exsafe,"['Cloud Computing', 'Mobile', 'Security', 'Software']",1200000.0,IRL,7,2006-01-01,1,2008-04-01,2008-04-01,0
extend health,['Finance'],15000000.0,USA,UT,2003-04-28,1,2007-08-09,2007-08-09,1
extend media,"['Software', 'Video']",33200000.0,USA,MA,1991-01-01,3,2006-03-16,2008-12-01,1
extended care information network,"['Enterprises', 'Health Care']",16000000.0,USA,IL,1995-01-01,3,2000-01-31,2001-03-31,1
extended stay america,"['Hospitality', 'Hotels']",565000000.0,USA,NC,2009-08-01,1,2013-11-12,2013-11-12,1
extended systems,['Software'],41358853.86867132,USA,ID,1984-01-01,1,1992-09-30,1992-09-30,1
extension entertainment,"['Curated Web', 'Music']",2750000.0,USA,NY,2010-03-01,3,2010-05-16,2012-02-15,1
exterprise,"['Internet', 'Marketplaces', 'Services']",24000000.0,SGP,unknown,1996-04-23,1,2000-08-04,2000-08-04,1
extractapps,['Software'],167500.0,USA,CA,2009-06-01,1,2010-04-07,2010-04-07,0
extratkt,"['Android', 'E-Commerce', 'iPhone', 'Local', 'Location Based Services', 'Mobile', 'Peer-to-Peer', 'Ticketing']",50000.0,SGP,unknown,2010-09-01,1,2010-09-01,2010-09-01,0
extreme da,['Software'],7380000.0,USA,CA,2003-01-01,1,2007-04-05,2007-04-05,1
extreme enterprises,"['Design', 'Enterprise Software', 'Internet', 'Media', 'Networking', 'Services', 'Software']",1455000.0,USA,FL,2007-11-28,8,2008-05-09,2009-11-01,0
extreme startups,"['Software', 'Startups', 'Venture Capital']",8800000.0,CAN,ON,2012-01-01,2,2012-01-31,2013-02-01,0
exuru!,"['Curated Web', 'E-Commerce', 'Email']",150000.0,GBR,H3,2011-07-01,1,2011-07-01,2011-07-01,0
eyegate pharmaceuticals,['Biotechnology'],58443814.0,USA,MA,1998-01-01,9,2006-11-02,2014-07-28,1
eyeona,"['Consumers', 'Curated Web', 'Mobile', 'Mobile Shopping', 'Price Comparison', 'Retail', 'Shopping']",2000000.0,USA,CA,2011-01-01,1,2011-10-10,2011-10-10,0
eyespot,['Software'],3700000.0,USA,CA,2005-01-01,1,2006-10-01,2006-10-01,1
eyesquad,"['Design', 'Technology']",15545129.460227272,ISR,5,2005-01-01,1,2006-02-22,2006-02-22,1
eyetel imaging,['Medical'],10670000.0,USA,MD,1996-01-01,1,2004-03-22,2004-03-22,1
eyetronics,['Hardware + Software'],4720000.0,BEL,1,2005-01-25,1,2009-05-08,2009-05-08,0
eyevensys,['Biotechnology'],15698415.835953712,FRA,A8,2008-12-29,1,2013-04-11,2013-04-11,0
ez2cad,['Enterprise Software'],450000.0,ISR,2,2002-04-18,1,2006-07-30,2006-07-30,0
ez2companies,"['Internet', 'Portals', 'Services']",10000000.0,USA,FL,2001-04-24,1,2005-08-05,2005-08-05,0
ezchip,['Semiconductors'],12116716.0,USA,CA,1999-01-01,3,2003-05-01,2010-01-14,1
ezeep,"['Cloud Computing', 'Enterprise Software', 'Printing']",675150.0,DEU,16,2010-01-01,4,2011-06-01,2014-05-02,0
ezlike,['Advertising'],100000.0,BRA,2,2012-05-01,1,2012-05-01,2012-05-01,1
ezway,['Mobile'],25000.0,SGP,unknown,2009-08-20,1,2013-12-01,2013-12-01,0
fab bag,"['Beauty', 'Cosmetics', 'E-Commerce', 'Subscription Businesses']",500000.0,IND,16,2012-07-15,1,2013-02-18,2013-02-18,0
fab,"['Apps', 'Design', 'E-Commerce', 'Marketplaces']",336325000.0,USA,NY,2011-06-09,11,2010-01-28,2013-08-12,1
fabfitfun,"['Curated Web', 'Digital Media', 'E-Commerce', 'Health and Wellness', 'Subscription Businesses', 'Women']",3500000.0,USA,CA,2010-12-01,1,2015-10-13,2015-10-13,1
fabhotels,"['Hospitality', 'Hotels', 'Services']",5000000.0,SGP,unknown,2015-01-01,1,2015-07-10,2015-07-10,0
fabkids,['E-Commerce'],2600000.0,USA,CA,2012-01-01,1,2012-08-02,2012-08-02,1
fablistic,"['Curated Web', 'Networking', 'Social Search']",41358853.86867132,USA,WA,2009-08-01,1,2009-01-01,2009-01-01,0
fabricly,['E-Commerce'],400000.0,USA,NY,2010-01-01,1,2010-11-18,2010-11-18,0
fabrik,"['File Sharing', 'Flash Storage', 'Hardware + Software', 'Storage']",51300000.0,USA,CA,2005-08-01,4,2005-09-01,2007-05-01,1
fabrika online,['Games'],7000000.0,RUS,48,2008-01-01,1,2013-09-01,2013-09-01,0
face.com,['Photography'],5300000.0,ISR,5,2005-04-01,3,2009-02-27,2011-10-04,1
face-me,"['Games', 'Graphics', 'Toys']",50000.0,PER,15,2012-01-01,1,2011-12-01,2011-12-01,0
facebook,"['All Students', 'Colleges', 'Communities', 'Identity', 'Social Media']",2425700000.0,USA,CA,2004-02-04,11,2004-09-01,2011-01-21,1
faceshift,"['Broadcasting', 'Content Creators', 'Digital Media', 'Face Recognition', 'Video Conferencing', 'Virtual Worlds']",700000.0,CHE,25,2012-01-06,1,2013-09-29,2013-09-29,1
facetags,"['Lead Generation', 'Photography', 'SaaS']",15515606.656651298,SGP,unknown,2011-05-15,1,2011-05-05,2011-05-05,0
"facetime communications, inc","['Service Providers', 'Social Network Media', 'Unifed Communications']",70000000.0,USA,CA,1995-10-20,2,2000-01-31,2001-07-30,1
factery,['Curated Web'],1200000.0,USA,CA,2009-04-01,1,2009-09-10,2009-09-10,0
factor technology group,['Software'],2960000.0,USA,CA,2003-05-19,1,2007-08-30,2007-08-30,1
factory logic,['Software'],8000000.0,USA,TX,1993-01-01,1,2005-06-03,2005-06-03,1
factory media limited,"['Bicycles', 'Internet', 'iPhone', 'Sports', 'Video', 'Video on Demand']",6821772.0,GBR,H9,2006-12-01,1,2006-12-01,2006-12-01,1
fad ★ io,"['Curated Web', 'E-Commerce', 'Ediscovery', 'Social Media']",41358853.86867132,USA,CA,2008-03-18,1,2012-06-29,2012-06-29,0
fairfly,['Online Travel'],2000000.0,USA,CA,2013-12-01,2,2015-01-27,2015-06-21,0
fairpoint communications,"['Public Relations', 'Telecommunications']",13300000.0,USA,GA,1991-01-01,1,2015-08-19,2015-08-19,1
fairshare,['Consulting'],62500.0,USA,CA,2009-03-27,2,2013-07-08,2014-11-12,0
fairsoftware,"['Collaboration', 'Crowdsourcing', 'Curated Web', 'File Sharing', 'Internet']",100000.0,USA,CA,2007-01-01,1,2007-01-01,2007-01-01,0
fakespace systems,"['Services', 'Systems', 'Visualization']",4200000.0,CAN,ON,1996-11-05,1,2001-02-16,2001-02-16,0
famecast,"['Artists Globally', 'Consumer Goods', 'Games', 'Identity', 'Music', 'Social Media', 'Social Network Media', 'Video']",9700000.0,USA,TX,2007-01-01,3,2007-06-01,2010-03-30,0
familiar,['Photography'],1300000.0,USA,WA,2011-01-01,2,2011-05-01,2012-09-18,1
familybuilder,"['Social Network Media', 'Software']",1807716.0,USA,NY,2007-06-01,3,2008-02-21,2010-07-14,1
familyfinds,"['Curated Web', 'Flash Sales']",5750000.0,USA,CA,2010-03-01,1,2010-12-01,2010-12-01,0
familyleaf,['Social Media'],984000.0,USA,CA,2012-03-01,2,2012-01-01,2013-05-15,1
fanboom,['Curated Web'],10000.0,USA,CT,2007-09-01,1,2008-01-01,2008-01-01,0
fan appz,"['Mobile', 'Social Media', 'Social Media Marketing', 'Software']",25000.0,USA,CA,2010-01-01,1,2013-04-01,2013-04-01,0
fanarchy limited,"['Curated Web', 'Sports', 'Weddings']",18885.0,SGP,unknown,2011-06-19,1,2012-07-01,2012-07-01,0
fanatics,['E-Commerce'],695000000.0,USA,FL,1995-01-01,4,2012-06-07,2015-08-25,1
fanbouts,"['Digital Media', 'News', 'Sports']",41358853.86867132,USA,KY,2012-07-10,1,2012-06-01,2012-06-01,0
fandango,"['Entertainment', 'Technology']",15300000.0,USA,CA,2000-01-01,1,2003-01-07,2003-01-07,1
the fanfare group,['Enterprise Software'],34085228.0,USA,CA,2004-01-01,4,2005-01-01,2009-12-03,1
fanfound,"['Entertainment', 'Games', 'Internet', 'Music', 'Networking']",500000.0,USA,IL,2011-01-01,1,2011-01-01,2011-01-01,0
fangdd,"['Internet', 'Real Estate', 'Transaction Processing']",1000000.0,SGP,unknown,2012-01-01,1,2012-06-20,2012-06-20,0
fango software systems,"['Mobile', 'Software', 'Startups']",1052870.0,USA,IL,2006-02-18,9,2010-06-01,2011-04-01,1
fanitics,['Games'],25000.0,USA,CA,2010-09-01,1,2013-04-01,2013-04-01,0
fanlib,"['Internet', 'Shared Services', 'Social Media']",3000000.0,USA,CA,2006-01-01,1,2006-11-06,2006-11-06,1
fanlime,"['Content', 'E-Commerce', 'Lifestyle', 'Sports']",41358853.86867132,USA,NY,2010-06-20,1,2014-10-01,2014-10-01,0
fanvibe,"['Curated Web', 'Internet', 'iPhone', 'Social Media', 'Sports']",41358853.86867132,USA,CA,2009-01-01,1,2010-09-01,2010-09-01,1
fansnap,"['Concerts', 'Curated Web', 'Search', 'Sports', 'Theatre', 'Ticketing', 'Vertical Search']",15700000.0,USA,CA,2007-01-01,3,2008-11-24,2009-08-12,0
fantasybook,"['Facebook Applications', 'Fantasy Sports', 'Sports']",41358853.86867132,USA,CA,2007-12-01,1,2007-07-09,2007-07-09,1
fantasysalesteam,['Curated Web'],1390750.0,USA,unknown,2012-01-01,3,2014-04-16,2015-01-06,1
fantrail,"['Android', 'iOS', 'iPhone', 'Mobile']",500000.0,USA,TX,2010-09-14,1,2011-04-15,2011-04-15,0
fan tv,"['Consumer Electronics', 'Ediscovery', 'Games', 'Search', 'Services']",8393798.0,USA,CA,2010-01-01,1,2014-05-14,2014-05-14,1
fanwards,"['Gamification', 'Sales and Marketing', 'Social Media', 'Software']",65000.0,ARG,7,2011-07-13,2,2011-09-01,2012-03-07,0
fanzter,['Software'],4000000.0,USA,CT,2007-06-01,2,2008-01-01,2009-03-03,0
fapl,"['Fashion', 'Information Technology', 'Social Commerce']",1000000.0,USA,CA,2015-04-28,1,2015-05-18,2015-05-18,0
farecast,"['Finance', 'Transportation', 'Travel']",20600000.0,USA,WA,2003-01-01,3,2004-10-01,2007-01-01,1
