name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status
Fusion-io,"['Enterprise Software', 'Software']",111500000,USA,UT,2006-01-01,3,2008-03-31,2010-04-21,acquired
Fusion Mobile,['Telecommunications'],100000,USA,TX,,1,2006-07-13,2006-07-13,closed
Fusion Networks,,9000000,,,,1,1999-11-30,1999-11-30,closed
Fusion Telecommunications,"['Communications Infrastructure', 'Mobile', 'Public Relations']",24210500,USA,NY,1997-01-01,3,2008-10-17,2014-01-09,ipo
Futubank,"['Banking', 'Financial Services', 'Internet']",300000,RUS,48,,1,2013-12-23,2013-12-23,closed
Futubra,"['Blogging Platforms', 'Service Providers', 'Social Media']",500000,RUS,48,2012-01-01,1,2012-01-01,2012-01-01,closed
Futura Medical,['Health and Wellness'],18183017,GBR,N7,,1,2014-03-11,2014-03-11,closed
Future Domain,,-,USA,CA,1982-01-01,1,1989-03-07,1989-03-07,acquired
FutureAdvisor,"['Finance', 'Financial Services', 'Investment Management', 'Software']",21500000,USA,CA,2010-01-01,4,2010-01-01,2014-05-21,acquired
Futuretec,['Finance'],8065397,GBR,T5,2005-01-01,1,2008-03-27,2008-03-27,closed
Futuris.tk,"['Curated Web', 'Internet', 'Messaging', 'Social Network Media']",10000,BRA,18,2009-08-15,1,2009-04-22,2009-04-22,closed
Fuze,"['Collaboration', 'Enterprise Application', 'Enterprise Software', 'SaaS', 'Software', 'Video Conferencing']",68500000,USA,CA,2009-01-01,4,2012-07-12,2015-05-20,acquired
Fuze Network,"['Finance', 'FinTech', 'Mobile Payments', 'Payments']",3700000,USA,UT,2010-08-01,2,2011-02-22,2012-09-28,acquired
Conecta 2,"['Consulting', 'Graphics', 'Venture Capital']",15000,USA,CA,2012-06-06,1,2007-06-01,2007-06-01,closed
FÃ©vrier 46,"['Advertising', 'Sales and Marketing', 'Social Media']",72360,FRA,A8,2009-11-01,2,2010-06-06,2010-12-14,closed
FX Aligned,['Finance'],1250000,USA,VT,2011-01-01,1,2012-06-03,2012-06-03,closed
fypio,"['Big Data', 'Big Data Analytics', 'Machine Learning', 'Match-Making', 'Mobile', 'Real Estate']",2400000,CAN,ON,2013-10-01,2,2013-10-25,2014-12-31,acquired
Fyreball,['Messaging'],1000000,USA,WA,,1,2007-12-01,2007-12-01,closed
G-Banker,"['Gold', 'Internet', 'Trading']",17000000,CHN,22,,1,2015-09-24,2015-09-24,closed
G.ho.st,"['Cloud Computing', 'Web Hosting']",3000000,ISR,6,2006-01-01,1,2008-05-29,2008-05-29,closed
G.I. Joe’s,"['Automotive', 'Customer Service', 'Sporting Goods']",11500000,USA,OR,,1,2004-11-19,2004-11-19,closed
G-mode,"['Games', 'Intellectual Property']",-,JPN,40,2000-07-27,1,2001-08-29,2001-08-29,ipo
G-RO,['Travel'],2000000,USA,NY,,2,2014-08-01,2015-12-04,closed
G10 Entertainment,['Games'],38000000,,,,1,2008-04-23,2008-04-23,closed
G2MOBILITY,"['Electric Vehicles', 'Electronics', 'Information Technology']",3500000,,,2009-09-18,1,2013-05-24,2013-05-24,closed
g2One,['Consulting'],-,USA,CA,,1,2007-08-15,2007-08-15,acquired
G4S,['Security'],541000000,GBR,P6,1901-01-01,1,2013-08-28,2013-08-28,acquired
GaBoom,"['Finance', 'Games', 'Insurance', 'Marketplaces', 'Security', 'Trading', 'Video Games']",87468,GBR,N7,2010-02-22,1,2010-02-01,2010-02-01,closed
Gaiacom Wireless Networks,"['Apps', 'Cable', 'Mobile']",500000,IRL,23,1999-12-07,1,1999-12-07,1999-12-07,closed
GaiaX,"['Customer Support Tools', 'FreetoPlay Gaming', 'Games', 'Social Games']",-,JPN,40,1999-03-05,1,2004-10-28,2004-10-28,ipo
Gaikai,['Games'],45039999,USA,CA,2008-11-01,3,2010-01-05,2011-07-20,acquired
GAIN Capital,"['Finance', 'Financial Services']",-,USA,NY,1999-01-01,1,2001-10-24,2001-10-24,ipo
GainBit,['Bitcoin'],2450000,LUX,3,2015-03-10,3,2015-03-15,2015-06-24,closed
Galapagos,['Biotechnology'],8858230,BEL,5,2004-01-01,3,2001-01-01,2014-01-13,ipo
Galazar,['Semiconductors'],6600000,CAN,ON,,1,2006-03-27,2006-03-27,acquired
Galecto Biotech,"['Biotechnology', 'Health Care', 'New Technologies']",-,DNK,17,2011-01-01,1,2013-11-01,2013-11-01,acquired
GaleForce Solutions,['Finance'],2120000,CAN,BC,2003-01-01,1,2006-04-25,2006-04-25,acquired
Galtney Group,,-,USA,IL,1983-01-01,1,1999-01-14,1999-01-14,acquired
Gamaliel,,-,,,2015-05-08,1,2015-10-11,2015-10-11,closed
"Game Time Giving, Inc","['Gamification', 'Nonprofits', 'Social Fundraising']",25000,,,2014-02-04,1,2015-03-10,2015-03-10,closed
"Game Trading technologies, Inc.",['Games'],3900000,USA,MD,2003-01-01,1,2010-02-26,2010-02-26,closed
Game Trust,['Games'],9000000,USA,NY,2002-01-01,2,2005-06-01,2005-11-15,acquired
Game Ventures,"['Games', 'Social Games', 'Virtual Worlds']",620000,SGP,,2009-01-01,1,2011-11-28,2011-11-28,acquired
GameCrush,['Games'],700000,USA,CA,2008-04-01,2,2010-01-01,2010-08-24,closed
Gamee,"['Apps', 'Casual Games', 'Game', 'Mobile', 'Social Network Media']",600000,,,2014-01-01,1,2015-07-13,2015-07-13,closed
GameGround,"['Fashion', 'Games', 'Gamification', 'Internet', 'Online Gaming']",11400000,USA,NY,2007-10-14,3,2008-01-01,2010-11-17,closed
GameIQ,['Technology'],1010000,USA,CA,,1,2015-09-21,2015-09-21,closed
GameLayers,"['Browser Extensions', 'Games', 'Web Browsers']",2000000,USA,CA,2007-07-01,2,2007-10-01,2008-06-01,closed
GameLogic,['Games'],28600000,USA,MA,2002-01-01,2,2006-02-08,2008-08-15,acquired
GameOn Media GmbH & Co. KG,,-,DEU,16,2012-06-18,1,2012-06-01,2012-06-01,closed
GamerDNA,['Games'],3000000,USA,MA,2006-10-01,2,2007-07-01,2008-04-18,acquired
Gamerizon Studio,['Games'],5000000,CAN,QC,,1,2011-09-15,2011-09-15,closed
Gamestaq,"['Games', 'Video Games']",1000000,USA,NY,,1,2010-06-01,2010-06-01,closed
Gameview Studios,['Games'],50000,USA,CA,2010-04-01,1,2010-01-01,2010-01-01,acquired
GAMEVIL,['Games'],80000000,KOR,11,2000-01-01,1,2013-06-19,2013-06-19,ipo
Gamma Enterprise Technologies,['Software'],6200000,USA,CA,1991-01-01,1,2005-02-01,2005-02-01,acquired
Gamma Medica-Ideas,['Health Care'],14000000,USA,CA,,1,2009-10-30,2009-10-30,closed
GammaSite,"['Information Technology', 'Services', 'Technology']",3000000,,,,1,2000-07-04,2000-07-04,closed
Gamook,['Games'],1500000,USA,CA,2008-01-01,1,2008-03-16,2008-03-16,closed
Gamzee,['Games'],1000000,USA,CA,,1,2011-06-29,2011-06-29,closed
Gander Mountain,"['E-Commerce', 'Retail']",16837899,USA,MN,1960-01-01,1,2010-03-03,2010-03-03,ipo
Ganji,"['Curated Web', 'Internet']",298000000,CHN,22,2005-01-01,4,2009-01-01,2014-08-13,acquired
gantto,"['Curated Web', 'Internet', 'SaaS']",-,USA,CA,2010-08-01,1,2010-08-02,2010-08-02,acquired
Garlik,"['Finance', 'FinTech', 'Fraud Detection', 'Identity', 'Internet', 'Media', 'Personalization', 'Software']",24690000,GBR,L1,2005-01-01,4,2006-04-24,2009-04-23,acquired
Garnet Biotherapeutics,['Biotechnology'],10400000,USA,PA,,1,2009-02-03,2009-02-03,closed
GasBuddy,"['Crowdsourcing', 'Curated Web', 'Gas', 'Mobile', 'Oil', 'Travel']",4000,USA,MD,1999-06-29,1,1999-12-01,1999-12-01,acquired
Gaston Labs,['Photography'],100000,USA,CA,2012-03-21,1,2012-03-01,2012-03-01,closed
GATe Technology,"['Automotive', 'Clean Energy', 'Electronics', 'Embedded Hardware and Software', 'Medical', 'Software', 'Telecommunications', 'Testing', 'Training']",3500000,VNM,,2007-07-01,1,2011-04-21,2011-04-21,closed
gate5,"['Maps', 'Mobile', 'Navigation']",13972693,,,1999-01-01,2,1999-01-01,2004-03-01,acquired
GateGuru,['Mobile'],800000,USA,NY,2009-05-01,1,2011-06-29,2011-06-29,acquired
GateRocket,['Health Care'],6230757,USA,MA,2003-01-01,4,2006-08-15,2009-12-16,closed
Gateway EDI,"['Financial Services', 'Health and Insurance', 'Health Care']",2842000,USA,MO,,1,2009-04-30,2009-04-30,acquired
Gather.md,"['Health Care Information Technology', 'Predictive Analytics']",20000,,,2012-01-01,1,2012-02-01,2012-02-01,closed
GazeHawk,,-,USA,CA,2009-12-01,1,2010-06-01,2010-06-01,acquired
Gazelle,"['E-Commerce', 'Green', 'Marketplaces']",55900000,USA,MA,2006-01-01,6,2007-01-01,2014-08-11,acquired
Gazzang,"['Analytics', 'Cloud Security', 'Linux']",9560000,USA,TX,2010-01-01,3,2010-12-06,2013-01-03,acquired
GB Environmental,['Clean Technology'],1320000,GBR,E4,,1,2008-09-16,2008-09-16,closed
gBox,"['Curated Web', 'Gift Card', 'Web Tools']",5000000,USA,CA,,2,2008-01-01,2009-01-01,closed
GBS,['Software'],7555000,USA,GA,,1,2011-03-30,2011-03-30,closed
GC Holdings,"['Event Management', 'Service Providers', 'Weddings']",40315041,USA,CA,2002-01-01,5,2008-07-14,2010-08-17,acquired
gdgt,"['Blogging Platforms', 'Consumer Electronics', 'Electronics', 'Gadget', 'Hardware + Software']",3715000,USA,CA,2009-07-01,2,2009-07-01,2010-04-07,acquired
GE Antares,,60000000,,,,1,2015-03-05,2015-03-05,acquired
Ge.tt,"['Cloud Data Services', 'Curated Web', 'File Sharing', 'Networking', 'Peer-to-Peer', 'Real Time', 'Social Media', 'Social Network Media', 'Startups']",457590,DNK,17,2010-11-01,1,2011-12-20,2011-12-20,acquired
Gear Energy,['Clean Technology'],63500000,CAN,AB,,1,2014-03-28,2014-03-28,closed
Gear6,"['Databases', 'Web Hosting']",20000000,USA,CA,2006-08-01,2,2006-07-11,2008-03-26,acquired
Gearworks,"['Gps', 'Location Based Services', 'Mobile', 'SaaS', 'Wireless']",26041107,USA,MN,1999-01-01,2,2007-02-21,2009-02-04,acquired
GECAD ePayment,"['E-Commerce', 'Financial Services', 'Payments']",2000000,ROM,10,2004-01-01,1,2004-01-01,2004-01-01,acquired
Axigen,"['Collaboration', 'Email', 'Linux', 'Messaging', 'Networking', 'Software']",4940000,ROM,10,2001-02-15,2,2004-09-01,2007-11-14,acquired
Gecko Audio,['Software'],3000000,USA,CA,2006-01-01,1,2006-11-07,2006-11-07,closed
Gecko Health Innovations Inc. (formerly GeckoCap),"['Games', 'Health and Wellness', 'Health Care Information Technology', 'Internet of Things', 'Mobile Health']",2100000,USA,MA,2012-01-01,3,2012-08-15,2013-09-01,acquired
GEEKmaister.com,"['Gadget', 'Mobile', 'News', 'Shopping']",100000,,,2013-03-01,1,2013-03-01,2013-03-01,closed
GeekStatus,"['Curated Web', 'Games', 'Reviews and Recommendations', 'Social Media', 'Technology']",435953,USA,CA,2010-08-01,4,2009-02-10,2010-06-12,closed
Gelato Group,"['Cloud Computing', 'Printing', 'Software']",9000000,NOR,12,,2,2010-04-26,2015-10-16,closed
Gelato.io,['Developer APIs'],-,,,2014-05-29,1,2014-11-10,2014-11-10,acquired
Gelesis,['Biotechnology'],56200000,USA,MA,,5,2008-01-03,2015-03-26,ipo
Gelzen,['Biotechnology'],-,USA,CA,,2,2015-09-04,2015-10-27,closed
GeMeTec Metrology,['Semiconductors'],670000,DEU,2,1985-01-01,1,2007-08-15,2007-08-15,closed
Gemfire,"['Manufacturing', 'Semiconductors', 'Telecommunications']",100000000,USA,CA,1995-01-01,2,2001-03-05,2007-09-01,acquired
Gemin X Pharmaceuticals,['Biotechnology'],71259078,CAN,QC,1998-01-01,4,2008-07-03,2010-08-24,acquired
Gemisimo,"['Jewelry', 'Public Relations']",-,,,2008-01-01,1,2007-01-01,2007-01-01,closed
Gemmus Pharma,['Biotechnology'],5100000,USA,CA,2007-01-01,2,2012-06-28,2014-05-13,closed
Gemvara.com,['E-Commerce'],11100000,USA,MA,,3,2008-07-06,2010-04-06,closed
GenCell Biosystems,"['Biotechnology', 'Clinical Trials', 'Genetic Testing', 'Health Care']",3473820,,,2011-01-01,1,2014-01-27,2014-01-27,acquired
Gencia,['Biotechnology'],5730000,USA,VA,2002-01-01,4,2010-06-24,2013-07-16,closed
Gene Techno Science,['Development Platforms'],30675796,JPN,12,,1,2013-02-28,2013-02-28,ipo
"GeneCentrix, Inc.",,685300,,,2015-02-01,1,2015-01-09,2015-01-09,closed
GENEI Systems Inc.,"['Apps', 'Enterprise Software', 'IaaS', 'Infrastructure', 'PaaS', 'Virtualization']",-,USA,MA,2011-09-01,1,2011-08-04,2011-08-04,closed
Genelabs Technologies,['Biotechnology'],17300000,USA,CA,1983-01-01,2,2006-06-27,2007-06-30,acquired
GeneNews,"['Biotechnology', 'Health Diagnostics']",19904010,CAN,ON,1998-01-01,6,2007-07-09,2014-07-22,ipo
General Communication,['Mobile'],75000000,USA,AK,1979-01-01,1,2014-12-04,2014-12-04,ipo
General Dynamics,['Public Transportation'],84900000,USA,VA,1952-01-01,3,2009-08-05,2010-09-10,ipo
General Electric (GE),"['Electronics', 'Finance', 'Media']",2000000,USA,CT,1878-01-01,1,2009-11-19,2009-11-19,ipo
Generate,"['Career Management', 'Entertainment', 'Games', 'Product Development Services', 'Television', 'Video']",8000000,USA,CA,2004-01-01,2,2008-03-04,2009-07-14,acquired
Generex Biotechnology,['Biotechnology'],9350000,CAN,ON,1983-01-01,4,2011-01-25,2012-08-10,ipo
Generic Media,['Software'],2500000,USA,CA,2000-01-01,1,2005-08-26,2005-08-26,closed
Generous Deals,"['Discounts', 'E-Commerce', 'Retail']",650000,USA,IL,2010-11-01,3,2010-11-01,2011-04-01,closed
Genesco,['Curated Web'],56400000,USA,TN,1924-01-01,1,2009-05-14,2009-05-14,ipo
Genesis Biopharma,['Biotechnology'],7740000,USA,CA,,5,2010-09-17,2013-06-06,closed
Genesis Networks,['Web Hosting'],22165091,USA,NY,2002-01-01,10,2006-09-26,2010-05-06,acquired
Genetic Anomalies,,-,,,,1,1997-12-05,1997-12-05,acquired
Genetic Solutions Pty Ltd,['Technology'],1980218.93300523,AUS,4,,1,2005-03-17,2005-03-17,closed
Genetic Technologies,['Biotechnology'],20374046,AUS,7,1987-01-01,2,2013-08-28,2015-01-21,ipo
Genetix Fusion,"['Biotechnology', 'EdTech', 'Education', 'Pharmaceuticals']",50000,,,,1,2013-05-14,2013-05-14,closed
Geneva Technology,,20000000,GBR,C3,,1,1999-12-13,1999-12-13,closed
GeneWEAVE,['Biotechnology'],24999998,USA,CA,2010-06-11,3,2010-07-26,2014-06-20,acquired
Geni,"['Curated Web', 'Social Media']",15000000,USA,CA,2006-06-01,3,2007-01-17,2009-01-19,acquired
Genia Technologies,['Biotechnology'],10438672,USA,CA,2009-03-01,1,2013-05-29,2013-05-29,acquired
Genicon Sciences,"['Advanced Materials', 'Life Sciences']",5000000,USA,CA,1998-01-01,1,2001-06-06,2001-06-06,acquired
GenieDB,"['Cloud Data Services', 'Databases']",7570000,USA,CA,2008-11-01,3,2008-01-01,2014-07-28,closed
Genieo Innovation,"['Ad Targeting', 'CRM', 'Internet', 'News', 'Personalization', 'Privacy', 'Web Design']",3000000,ISR,5,2008-04-01,1,2008-07-01,2008-07-01,acquired
GenieTown,"['Curated Web', 'Local', 'Search']",2000000,USA,CA,2006-10-01,1,2007-10-01,2007-10-01,closed
Genii Technologies,"['Mobile', 'New Product Development', 'Software', 'Startups', 'Web Development']",100000,IND,16,2011-05-01,2,2011-05-12,2014-04-01,acquired
Genizon BioSciences,['Biotechnology'],67751091,CAN,QC,,4,2001-10-12,2008-01-01,closed
Gennius,['Biotechnology'],250000,USA,MA,2002-01-01,1,2011-12-19,2011-12-19,acquired
Genocea Biosciences,['Biotechnology'],206525461,USA,MA,2006-01-01,8,2009-12-01,2015-03-17,ipo
GenoLogics,['Biotechnology'],21988000,CAN,BC,2002-01-01,7,2005-02-03,2013-06-05,acquired
Gentor Resources,['Manufacturing'],146071,CAN,ON,2005-01-01,1,2014-02-20,2014-02-20,closed
Gentris,['Biotechnology'],5000000,USA,NC,2001-01-01,1,2005-04-27,2005-04-27,acquired
Genufood Energy Enzymes,['Hospitality'],3000000,USA,TX,2010-01-01,1,2013-08-27,2013-08-27,closed
GenVault,"['Biotechnology', 'Health Care', 'Medical', 'Storage', 'Transportation']",39803794,USA,CA,,4,2007-04-04,2010-06-16,acquired
GenVec Inc.,['Biotechnology'],1999999,USA,MD,1992-01-01,1,2010-01-29,2010-01-29,ipo
GeoCities,['Web Hosting'],40000000,USA,CA,1996-01-01,4,1995-01-01,1998-01-01,acquired
GEOCOMtms,['Software'],3070000,USA,GA,1999-01-01,1,2005-06-16,2005-06-16,acquired
Geodelic Systems,['Mobile'],11253082,USA,CA,2008-01-01,4,2008-12-01,2010-09-23,closed
GeoGames,['Games'],20000,RUS,66,2012-01-01,1,2012-11-06,2012-11-06,closed
Geogoer,"['Public Transportation', 'Transportation']",29833,LTU,,,1,2010-03-01,2010-03-01,closed
Geolab-IT,"['Algorithms', 'Oil and Gas', 'Service Providers', 'Software']",350000,RUS,48,,1,2013-06-07,2013-06-07,closed
GeoLearning,"['Education', 'Systems']",31000000,USA,IA,,1,2008-02-26,2008-02-26,acquired
Geoloqi,"['Developer APIs', 'Enterprise Software', 'File Sharing', 'Location Based Services', 'Open Source']",350000,USA,OR,2010-04-20,2,2011-07-14,2012-02-21,acquired
Geomagic,['Software'],8000000,USA,NC,1997-01-01,2,2008-10-29,2012-01-01,acquired
Geomerics,['Software'],1713923,GBR,C3,2006-01-01,1,2014-07-10,2014-07-10,acquired
GeoOp,"['Business Productivity', 'Mobile', 'SaaS']",11969441.8855818,NZL,E7,2009-01-01,2,2013-10-16,2015-09-30,ipo
George Mobile,"['Android', 'iPhone', 'Messaging', 'VoIP']",300000,CAN,BC,2010-09-03,1,2011-11-01,2011-11-01,closed
Geos Communications,['Mobile'],2500000,USA,TX,,1,2010-03-05,2010-03-05,ipo
GeoSentric,['Mobile'],24100000,NLD,7,2007-06-01,2,2007-09-01,2010-03-15,ipo
Geospiza,['Software'],1594999,USA,WA,,3,2006-12-04,2009-04-01,acquired
Geotechnologies,,-,,,,1,2008-01-01,2008-01-01,closed
GeoVax,['Biotechnology'],11791210,USA,GA,1992-01-01,5,2009-09-30,2015-02-25,ipo
Geron,['Biotechnology'],96700000,USA,CA,1990-08-28,1,2014-02-04,2014-02-04,ipo
GERS,,-,USA,CA,1990-01-01,1,1998-01-07,1998-01-07,acquired
Gesplan,"['Finance', 'Financial Services', 'Services']",242132,BRA,26,1997-01-01,1,2002-08-01,2002-08-01,closed
Gestion T2C2/Bio Inc,"['Finance', 'Insurance', 'Intellectual Asset Management']",10000000,CAN,QC,,1,2001-07-24,2001-07-24,closed
Get Bizzy Inc.,,-,,,,1,2015-09-15,2015-09-15,closed
Get.com,['Social Media'],1000000,USA,CA,2011-04-01,1,2011-09-22,2011-09-22,closed
Get Connected Inc,"['Television', 'Wireless']",17000000,USA,MA,1999-01-01,2,2000-06-14,2001-09-19,acquired
GET Holding NV,"['Enterprise Software', 'Portals']",5666100,NLD,7,2007-03-01,1,2009-01-06,2009-01-06,closed
Get In,"['Analytics', 'Data Visualization', 'Gambling', 'Soccer', 'Sports']",-,,,2008-09-01,2,2008-12-01,2009-08-01,closed
Get Living It Ltd,,-,GBR,F7,2011-12-15,1,2015-01-01,2015-01-01,closed
Get SAT,,-,,,,1,2015-07-01,2015-07-01,closed
Freelancer,"['Contests', 'Crowdsourcing', 'Curated Web', 'Freelancers', 'Outsourcing']",56409796.8156988,AUS,2,2009-05-01,4,2009-05-01,2015-08-05,ipo
GetBack,['Curated Web'],1700000,USA,CA,2007-09-01,1,2008-11-06,2008-11-06,closed
GetFeedback,"['Polling', 'Reviews and Recommendations', 'Software', 'Surveys']",2300000,USA,CA,2013-03-01,1,2014-09-24,2014-09-24,acquired
GetFresh,"['Crowdfunding', 'Curated Web', 'Hardware + Software', 'Social Commerce']",-,USA,CA,2012-10-01,1,2013-02-05,2013-02-05,acquired
Getfugu,"['Ad Targeting', 'Advertising', 'Augmented Reality', 'Data Visualization', 'Image Recognition', 'Mobile', 'Sales and Marketing', 'Software']",800000,USA,CA,2007-01-01,1,2009-12-29,2009-12-29,closed
GetInsyde,,-,,,2014-12-25,1,2015-01-01,2015-01-01,closed
GetJar Inc.,"['Android', 'App Stores', 'Mobile', 'Wireless']",42000000,USA,CA,2007-01-01,3,2007-11-07,2011-02-14,acquired
GetMaid,"['iPhone', 'Mobile Commerce', 'Online Scheduling', 'Service Providers']",-,USA,NY,,1,2012-01-01,2012-01-01,acquired
Butter,"['Messaging', 'Mobile', 'Photo Sharing', 'Social Network Media']",-,,,2012-08-01,2,2013-01-16,2013-12-01,closed
GetPrice,"['Comparison Shopping', 'E-Commerce', 'Online Shopping', 'Price Comparison', 'Software']",-,AUS,2,2005-04-01,2,2006-07-01,2007-10-01,acquired
GetVu,"['Information Technology', 'Innovation Management', 'Service Providers']",25000,IND,25,,1,2014-01-21,2014-01-21,closed
"GetWellNetwork, Inc.",['Software'],9000000,USA,MD,1999-01-01,2,2005-10-23,2013-06-05,acquired
Gevity HR,"['Human Resources', 'Outsourcing', 'Small and Medium Businesses']",30000000,USA,FL,1993-01-01,1,2003-03-07,2003-03-07,ipo
Gevo,"['Chemicals', 'Clean Technology']",59500000,USA,CO,,4,2007-03-09,2009-08-21,ipo
GFRANQ,"['Android', 'iPhone', 'Photography', 'Startups']",300000,,,2012-03-02,2,2012-03-02,2012-04-01,closed
GFS IT,"['Business Services', 'Curated Web', 'Design', 'Games', 'Internet Marketing', 'Social Media', 'Sports']",465743,CAN,ON,2009-01-03,1,2010-02-07,2010-02-07,closed
Ghz Technology,,-,USA,OR,1990-01-01,1,1996-12-05,1996-12-05,acquired
GI Dynamics,['Biotechnology'],156304548,USA,MA,2003-01-01,5,2004-05-25,2014-05-06,closed
Giant Interactive Group,"['Business Services', 'Games']",44320000,CHN,23,2004-01-01,1,2007-08-01,2007-08-01,ipo
Giant Realm,['News'],5500000,USA,NY,2007-01-01,2,2008-03-01,2008-05-08,acquired
Giblet Ventures,"['Apps', 'Internet']",7600000,,,2015-03-02,2,2015-02-02,2015-08-09,closed
Gidsy,"['Collaborative Consumption', 'E-Commerce', 'Marketplaces', 'Tourism', 'Travel']",1200000,,,2011-05-01,1,2012-01-16,2012-01-16,acquired
Gifi,['Games'],1200000,USA,PA,2010-01-01,1,2010-01-01,2010-01-01,closed
Giftango,['Mobile'],6400000,USA,OR,2005-06-25,2,2009-10-01,2010-10-07,acquired
GiftCertificates.com,['E-Commerce'],26100000,USA,NE,1997-01-01,2,2001-06-22,2001-10-25,acquired
Giftiki,['Social Media'],1020000,USA,CA,2009-06-01,2,2010-08-31,2011-04-20,acquired
GiftMe,"['E-Commerce', 'Facebook Applications']",18885,DEU,16,2011-03-01,2,2011-06-01,2012-07-01,closed
Giftology,['Social Media'],-,IND,7,,1,2013-01-31,2013-01-31,closed
Gifts that Give,['Nonprofits'],705000,USA,NJ,2008-01-01,3,2010-11-01,2012-12-31,closed
Gifyoutube,,-,,,,1,2014-12-11,2014-12-11,closed
GIGA TRONICS,['Manufacturing'],1791329,USA,CA,1980-01-01,2,2013-03-01,2015-02-20,ipo
GigaFin Networks,['Public Relations'],14600000,USA,CA,,1,2005-11-09,2005-11-09,closed
Gigalocal,['E-Commerce'],1000000,DEU,4,2011-03-15,1,2011-05-19,2011-05-19,closed
GigaLogix,['Public Relations'],1400000,USA,CA,,1,2007-02-01,2007-02-01,closed
GigaMedia,['Software'],12705445,TWN,,1998-01-01,1,2009-08-07,2009-08-07,ipo
Gigamon,"['Networking', 'Technology', 'Web Hosting']",22800000,USA,CA,2004-07-01,1,2010-02-03,2010-02-03,ipo
Gigi Hill,['Manufacturing'],4000000,USA,CA,2009-01-01,2,2011-06-15,2012-08-08,closed
Gigle Networks,"['Networking', 'Semiconductors', 'Telecommunications', 'Wireless']",31000000,ESP,56,2005-01-01,2,2006-03-23,2007-11-28,acquired
